sampleName,Time(abs),boxTemperature,boxSetpoint,boxHumidity,percentageX,percentageY,percentageZ,pressureX,pressureY,pressureA,vacuum,fanSpeed,roomTemperature,roomHumidity,Time(rel)
lightVsRef,3744992940,31.5,31.5,21.584,67.46,84.4,50.0,1.751,1.885,48.9,0.00165,18,,,133
lightVsRef,3744992945,31.5,31.5,21.561,67.46,84.4,50.0,1.753,1.886,48.8,0.00126,17,,,138
lightVsRef,3744992950,31.5,31.5,21.569,67.46,84.4,50.0,1.75,1.886,48.6,0.00117,18,,,143
lightVsRef,3744992955,31.497,31.5,21.576,67.46,84.4,50.0,1.753,1.886,48.7,0.00113,16,,,148
lightVsRef,3744992960,31.498,31.5,21.569,67.46,84.4,50.0,1.751,1.884,48.6,0.00112,17,,,153
lightVsRef,3744992965,31.498,31.5,21.576,67.46,84.4,50.0,1.756,1.889,48.8,0.00113,17,,,158
lightVsRef,3744992970,31.5,31.5,21.569,67.46,84.4,50.0,1.753,1.886,48.6,0.00113,18,,,163
lightVsRef,3744992975,31.498,31.5,21.576,67.46,84.4,50.0,1.752,1.887,48.7,0.00113,17,,,168
lightVsRef,3744992980,31.5,31.5,21.576,67.46,84.4,50.0,1.751,1.886,48.7,0.00113,18,,,173
lightVsRef,3744992985,31.501,31.5,21.569,67.46,84.4,50.0,1.753,1.886,48.7,0.00114,18,,,178
lightVsRef,3744992990,31.502,31.5,21.576,67.46,84.4,50.0,1.754,1.886,48.6,0.00114,19,,,183
lightVsRef,3744992995,31.506,31.5,21.576,67.46,84.4,50.0,1.756,1.889,48.9,0.00115,20,,,188
lightVsRef,3744993000,31.501,31.5,21.569,67.46,84.4,50.0,1.751,1.887,48.8,0.00115,18,,,193
lightVsRef,3744993005,31.501,31.5,21.561,67.46,84.4,50.0,1.753,1.886,48.7,0.00116,18,,,198
lightVsRef,3744993010,31.496,31.5,21.561,67.46,84.4,50.0,1.752,1.886,48.7,0.00117,16,,,203
lightVsRef,3744993015,31.494,31.5,21.561,67.46,84.4,50.0,1.752,1.886,48.7,0.00117,15,,,208
lightVsRef,3744993020,31.49,31.5,21.569,67.46,84.4,50.0,1.752,1.887,48.7,0.00118,14,,,213
lightVsRef,3744993025,31.489,31.5,21.561,67.46,84.4,50.0,1.752,1.887,48.6,0.00118,13,,,218
lightVsRef,3744993030,31.486,31.5,21.576,67.46,84.4,50.0,1.753,1.888,48.8,0.00119,12,,,223
lightVsRef,3744993035,31.49,31.5,21.584,67.46,84.4,50.0,1.754,1.887,25.3,0.877,14,,,228
lightVsRef,3744993040,31.485,31.5,21.599,67.46,84.4,52.0,1.751,1.887,7.7,0.76,11,,,233
lightVsRef,3744993045,31.486,31.5,21.592,67.46,84.4,50.0,1.752,1.886,11.9,1.73,12,,,238
lightVsRef,3744993050,31.492,31.5,21.584,67.46,84.4,50.0,1.752,1.885,7.7,1.31,14,,,243
lightVsRef,3744993055,31.493,31.5,21.576,67.46,84.4,50.0,1.753,1.886,7.3,0.799,15,,,248
lightVsRef,3744993060,31.496,31.5,21.576,67.46,84.4,50.0,1.752,1.885,7.1,0.53,16,,,253
lightVsRef,3744993065,31.494,31.5,21.576,67.46,84.4,50.0,1.754,1.886,6.8,0.393,15,,,258
lightVsRef,3744993070,31.495,31.5,21.592,67.46,84.4,50.0,1.754,1.886,6.9,0.393,16,,,263
lightVsRef,3744993075,31.481,31.5,21.576,60.0,84.4,50.0,1.864,1.887,6.8,0.246,10,,,268
lightVsRef,3744993080,31.493,31.5,21.576,60.0,84.4,50.0,1.886,1.885,6.7,0.0265,14,,,273
lightVsRef,3744993085,31.496,31.5,21.569,60.0,84.4,50.0,1.888,1.885,6.5,0.00971,16,,,278
lightVsRef,3744993090,31.497,31.5,21.569,60.0,84.4,50.0,1.888,1.884,6.6,0.00551,16,,,283
lightVsRef,3744993095,31.502,31.5,21.576,60.0,84.4,50.0,1.888,1.886,6.5,0.00361,18,,,288
lightVsRef,3744993100,31.503,31.5,21.561,60.0,84.4,50.0,1.887,1.886,6.5,0.00256,19,,,293
lightVsRef,3744993105,31.508,31.5,21.569,60.0,84.4,50.0,1.886,1.886,6.7,0.002,21,,,298
lightVsRef,3744993110,31.51,31.5,21.561,60.0,84.4,50.0,1.887,1.885,6.7,0.00168,22,,,303
lightVsRef,3744993115,31.508,31.5,21.561,60.0,84.4,50.0,1.887,1.887,6.5,0.00148,21,,,308
lightVsRef,3744993120,31.5,31.5,21.569,60.0,84.4,50.0,1.886,1.885,6.6,0.00137,18,,,313
lightVsRef,3744993125,31.493,31.5,21.554,60.0,84.4,50.0,1.887,1.885,6.6,0.00129,15,,,318
lightVsRef,3744993130,31.489,31.5,21.569,60.0,84.4,50.0,1.886,1.886,6.6,0.00124,13,,,323
lightVsRef,3744993135,31.485,31.5,21.569,60.0,84.4,50.0,1.887,1.884,6.6,0.00121,12,,,328
lightVsRef,3744993140,31.482,31.5,21.576,60.0,84.4,50.0,1.886,1.886,6.6,0.0012,10,,,333
lightVsRef,3744993145,31.484,31.5,21.584,60.0,84.4,50.0,1.887,1.886,6.6,0.00119,11,,,338
lightVsRef,3744993150,31.482,31.5,21.584,60.0,84.4,50.0,1.885,1.886,6.6,0.00118,10,,,343
lightVsRef,3744993155,31.487,31.5,21.592,60.0,84.4,50.0,1.888,1.885,6.6,0.00118,12,,,348
lightVsRef,3744993160,31.49,31.5,21.592,60.0,84.4,50.0,1.886,1.884,6.6,0.00118,13,,,353
lightVsRef,3744993165,31.495,31.5,21.584,60.0,84.4,50.0,1.889,1.885,6.6,0.00119,16,,,358
lightVsRef,3744993170,31.495,31.5,21.584,60.0,84.4,50.0,1.745,1.885,6.5,0.0012,16,,,363
lightVsRef,3744993175,31.501,31.5,21.576,60.0,84.4,50.0,1.748,1.885,6.6,0.00119,18,,,368
lightVsRef,3744993180,31.5,31.5,21.569,60.0,84.4,50.0,1.749,1.889,6.7,0.0012,18,,,373
lightVsRef,3744993185,31.5,31.5,21.569,59.93,84.4,50.0,1.75,1.886,6.7,0.0012,18,,,378
lightVsRef,3744993190,31.499,31.5,21.561,59.93,84.4,50.0,1.749,1.887,6.7,0.0012,17,,,383
lightVsRef,3744993195,31.501,31.5,21.561,59.93,84.4,50.0,1.75,1.887,6.6,0.0012,18,,,388
lightVsRef,3744993200,31.502,31.5,21.554,59.93,84.4,50.0,1.749,1.885,302.8,0.00121,19,,,393
lightVsRef,3744993205,31.502,31.5,21.569,59.93,84.4,50.0,1.751,1.887,303.3,0.00121,19,,,398
lightVsRef,3744993210,31.505,31.5,21.561,59.93,84.4,50.0,1.75,1.885,303.2,0.00122,20,,,403
lightVsRef,3744993215,31.5,31.5,21.576,59.93,84.4,50.0,1.752,1.885,303.0,0.00122,20,,,408
lightVsRef,3744993220,31.498,31.5,21.576,59.93,84.4,50.0,1.752,1.885,303.0,0.00122,20,,,413
lightVsRef,3744993225,31.489,31.5,21.576,59.93,84.4,45.8,1.751,1.887,303.5,0.00122,20,,,418
lightVsRef,3744993230,31.485,31.5,21.569,59.93,84.4,46.8,1.752,1.886,303.4,0.00122,20,,,423
lightVsRef,3744993235,31.493,31.5,21.569,59.93,84.4,46.8,1.752,1.888,303.5,0.00123,15,,,428
lightVsRef,3744993240,31.494,31.5,21.584,59.93,84.4,46.8,1.751,1.888,296.0,0.00124,15,,,433
lightVsRef,3744993245,31.486,31.5,21.599,59.93,84.4,52.0,1.751,1.887,283.8,0.00125,12,,,438
lightVsRef,3744993250,31.483,31.5,21.576,59.93,84.4,50.0,1.748,1.883,276.9,0.00125,10,,,443
lightVsRef,3744993255,31.49,31.5,21.584,59.93,84.4,50.0,1.751,1.889,277.1,2.04,13,,,448
lightVsRef,3744993260,31.491,31.5,21.576,59.93,84.4,50.0,1.75,1.885,276.8,1.1,14,,,453
lightVsRef,3744993265,31.495,31.5,21.592,59.93,84.4,50.0,1.754,1.889,277.0,0.732,16,,,458
lightVsRef,3744993270,31.497,31.5,21.576,59.93,84.4,50.0,1.751,1.886,276.7,3.24,17,,,463
lightVsRef,3744993275,31.493,31.5,21.576,59.93,84.4,50.0,1.751,1.886,276.9,1.49,15,,,468
lightVsRef,3744993280,31.492,31.5,21.561,59.93,84.4,50.0,1.75,1.884,276.7,0.892,14,,,473
lightVsRef,3744993285,31.489,31.5,21.569,59.93,84.4,50.0,1.752,1.886,276.8,0.589,13,,,478
lightVsRef,3744993290,31.493,31.5,21.584,59.93,84.4,50.0,1.75,1.886,276.9,0.0441,15,,,483
lightVsRef,3744993295,31.496,31.5,21.561,59.93,84.4,50.0,1.751,1.885,276.8,0.0154,16,,,488
lightVsRef,3744993300,31.497,31.5,21.569,59.93,84.4,50.0,1.75,1.884,276.6,0.0063,17,,,493
lightVsRef,3744993305,31.5,31.5,21.576,59.93,84.4,50.0,1.752,1.886,276.8,0.00355,18,,,498
lightVsRef,3744993310,31.497,31.5,21.561,59.93,84.4,50.0,1.751,1.886,276.8,0.00232,17,,,503
lightVsRef,3744993315,31.494,31.5,21.554,59.93,84.4,50.0,1.752,1.886,48.9,0.00151,15,,,508
lightVsRef,3744993320,31.495,31.5,21.569,59.93,84.4,50.0,1.75,1.885,48.7,0.00122,16,,,513
lightVsRef,3744993325,31.494,31.5,21.569,59.93,84.4,50.0,1.753,1.885,48.7,0.00118,16,,,518
lightVsRef,3744993330,31.482,31.5,21.569,59.93,84.4,61.0,1.751,1.886,48.8,0.00111,10,,,523
lightVsRef,3744993335,31.489,31.5,21.584,59.93,84.4,61.0,1.751,1.886,48.8,0.00111,13,,,528
lightVsRef,3744993340,31.485,31.5,21.569,59.93,84.4,64.7,1.751,1.886,48.7,0.0011,11,,,533
lightVsRef,3744993345,31.492,31.5,21.569,59.93,84.4,64.7,1.752,1.886,48.8,0.00111,14,,,538
lightVsRef,3744993350,31.497,31.5,21.569,59.93,84.4,64.7,1.752,1.887,48.8,0.00113,17,,,543
lightVsRef,3744993355,31.499,31.5,21.569,59.93,84.4,64.7,1.754,1.887,48.7,0.00113,17,,,548
lightVsRef,3744993360,31.497,31.5,21.554,59.93,84.4,64.7,1.752,1.885,48.7,0.00113,16,,,553
lightVsRef,3744993365,31.496,31.5,21.561,59.93,84.4,64.7,1.752,1.887,48.8,0.00113,16,,,558
lightVsRef,3744993370,31.499,31.5,21.561,59.93,84.4,64.7,1.752,1.886,48.7,0.00113,17,,,563
lightVsRef,3744993375,31.497,31.5,21.546,59.93,84.4,64.7,1.751,1.885,48.7,0.00114,17,,,568
lightVsRef,3744993380,31.499,31.5,21.554,59.93,84.4,64.7,1.754,1.889,48.9,0.00115,17,,,573
lightVsRef,3744993385,31.499,31.5,21.554,59.93,84.4,64.7,1.751,1.887,48.7,0.00115,17,,,578
lightVsRef,3744993390,31.498,31.5,21.546,59.93,84.4,64.7,1.752,1.886,48.8,0.00116,17,,,583
lightVsRef,3744993395,31.496,31.5,21.554,59.93,84.4,64.7,1.75,1.885,48.8,0.00116,16,,,588
lightVsRef,3744993400,31.502,31.5,21.546,59.93,84.4,64.7,1.75,1.884,48.6,0.00117,19,,,593
lightVsRef,3744993405,31.499,31.5,21.531,59.93,84.4,64.7,1.75,1.884,48.6,0.00118,17,,,598
lightVsRef,3744993410,31.499,31.5,21.546,59.93,84.4,64.7,1.753,1.886,48.8,0.00118,17,,,603
lightVsRef,3744993415,31.499,31.5,21.538,59.93,84.4,64.7,1.753,1.887,48.8,0.00118,17,,,608
lightVsRef,3744993420,31.495,31.5,21.554,59.93,84.4,64.7,1.752,1.885,48.7,0.00119,15,,,613
lightVsRef,3744993425,31.497,31.5,21.554,59.93,84.4,64.7,1.751,1.886,22.8,0.853,16,,,618
lightVsRef,3744993430,31.488,31.5,21.546,59.93,84.4,52.0,1.75,1.884,8.0,0.545,13,,,623
lightVsRef,3744993435,31.482,31.5,21.546,59.93,84.4,50.0,1.751,1.887,9.2,0.404,10,,,628
lightVsRef,3744993440,31.494,31.5,21.561,59.93,84.4,50.0,1.751,1.884,8.6,1.88,15,,,633
lightVsRef,3744993445,31.501,31.5,21.546,59.93,84.4,50.0,1.753,1.886,7.4,0.961,18,,,638
lightVsRef,3744993450,31.503,31.5,21.561,59.93,84.4,50.0,1.752,1.887,7.1,0.632,25,,,643
lightVsRef,3744993455,31.507,31.5,21.538,59.93,84.4,50.0,1.751,1.886,6.9,0.444,27,,,648
lightVsRef,3744993460,31.504,31.5,21.561,59.93,84.4,50.0,1.751,1.886,6.9,0.394,25,,,653
lightVsRef,3744993465,31.499,31.5,21.538,52.4,84.4,50.0,1.769,1.886,6.9,0.335,24,,,658
lightVsRef,3744993470,31.49,31.5,21.554,52.4,84.4,50.0,1.898,1.884,6.7,0.0529,20,,,663
lightVsRef,3744993475,31.488,31.5,21.554,52.4,84.4,50.0,1.901,1.887,6.6,0.0134,18,,,668
lightVsRef,3744993480,31.479,31.5,21.546,52.4,84.4,50.0,1.899,1.886,6.5,0.0068,15,,,673
lightVsRef,3744993485,31.475,31.5,21.561,52.4,84.4,50.0,1.9,1.886,6.6,0.0043,13,,,678
lightVsRef,3744993490,31.473,31.5,21.561,52.4,84.4,50.0,1.897,1.885,6.5,0.00296,12,,,683
lightVsRef,3744993495,31.472,31.5,21.561,52.4,84.4,50.0,1.9,1.886,6.7,0.00228,12,,,688
lightVsRef,3744993500,31.477,31.5,21.561,52.4,84.4,50.0,1.897,1.885,6.6,0.00184,14,,,693
lightVsRef,3744993505,31.481,31.5,21.569,52.4,84.4,50.0,1.899,1.888,6.7,0.00154,15,,,698
lightVsRef,3744993510,31.485,31.5,21.561,52.4,84.4,50.0,1.897,1.886,6.6,0.0014,17,,,703
lightVsRef,3744993515,31.487,31.5,21.561,52.4,84.4,50.0,1.899,1.887,6.6,0.00131,18,,,708
lightVsRef,3744993520,31.489,31.5,21.561,52.4,84.4,50.0,1.898,1.885,6.5,0.00126,18,,,713
lightVsRef,3744993525,31.491,31.5,21.554,52.4,84.4,50.0,1.898,1.886,6.6,0.00122,19,,,718
lightVsRef,3744993530,31.493,31.5,21.554,52.4,84.4,50.0,1.897,1.885,6.4,0.0012,20,,,723
lightVsRef,3744993535,31.486,31.5,21.561,52.4,84.4,50.0,1.899,1.886,6.7,0.0012,18,,,728
lightVsRef,3744993540,31.489,31.5,21.569,52.4,84.4,50.0,1.898,1.884,6.6,0.0012,19,,,733
lightVsRef,3744993545,31.487,31.5,21.554,52.4,84.4,50.0,1.899,1.886,6.5,0.00119,18,,,738
lightVsRef,3744993550,31.488,31.5,21.561,52.4,84.4,50.0,1.899,1.886,6.6,0.00119,18,,,743
lightVsRef,3744993555,31.482,31.5,21.554,52.4,84.4,50.0,1.899,1.886,6.5,0.00118,16,,,748
lightVsRef,3744993560,31.48,31.5,21.546,52.4,84.4,50.0,1.897,1.821,6.5,0.00119,15,,,753
lightVsRef,3744993565,31.482,31.5,21.561,52.4,84.4,50.0,1.899,1.757,6.6,0.00119,16,,,758
lightVsRef,3744993570,31.484,31.5,21.561,52.4,84.4,50.0,1.898,1.755,6.6,0.00119,16,,,763
lightVsRef,3744993575,31.484,31.5,21.561,52.4,84.4,50.0,1.899,1.756,6.4,0.00119,16,,,768
lightVsRef,3744993580,31.486,31.5,21.569,52.4,84.4,50.0,1.898,1.757,6.5,0.0012,17,,,773
lightVsRef,3744993585,31.484,31.5,21.561,52.4,84.4,50.0,1.899,1.759,303.4,0.00121,16,,,778
lightVsRef,3744993590,31.49,31.5,21.554,52.4,84.4,50.0,1.899,1.76,303.8,0.0012,18,,,783
lightVsRef,3744993595,31.491,31.5,21.561,52.4,84.4,50.0,1.901,1.76,303.6,0.00121,19,,,788
lightVsRef,3744993600,31.496,31.5,21.561,52.4,84.4,50.0,1.899,1.758,303.6,0.0012,19,,,793
lightVsRef,3744993605,31.492,31.5,21.546,52.4,84.4,52.2,1.898,1.757,303.6,0.00121,19,,,798
lightVsRef,3744993610,31.491,31.5,21.569,52.4,84.4,52.2,1.899,1.76,303.4,0.00121,19,,,803
lightVsRef,3744993615,31.484,31.5,21.554,52.4,84.4,53.2,1.901,1.762,303.6,0.00121,19,,,808
lightVsRef,3744993620,31.489,31.5,21.554,52.4,84.4,53.2,1.897,1.758,303.2,0.00122,18,,,813
lightVsRef,3744993625,31.491,31.5,21.569,52.4,84.4,52.0,1.9,1.759,294.4,0.00122,19,,,818
lightVsRef,3744993630,31.479,31.5,21.554,52.4,84.4,50.0,1.899,1.758,275.7,0.00124,14,,,823
lightVsRef,3744993635,31.484,31.5,21.569,52.4,84.4,50.0,1.899,1.759,275.6,3.67,16,,,828
lightVsRef,3744993640,31.484,31.5,21.561,52.4,84.4,50.0,1.897,1.755,275.5,1.42,16,,,833
lightVsRef,3744993645,31.481,31.5,21.576,52.4,84.4,50.0,1.9,1.759,275.6,0.845,15,,,838
lightVsRef,3744993650,31.485,31.5,21.554,52.4,84.4,50.0,1.899,1.757,275.6,6.46,16,,,843
lightVsRef,3744993655,31.485,31.5,21.554,52.4,84.4,50.0,1.901,1.759,275.7,2.12,16,,,848
lightVsRef,3744993660,31.492,31.5,21.554,52.4,84.4,50.0,1.9,1.76,275.6,1.11,19,,,853
lightVsRef,3744993665,31.497,31.5,21.546,52.4,84.4,50.0,1.9,1.759,275.7,0.712,21,,,858
lightVsRef,3744993670,31.495,31.5,21.546,52.4,84.4,50.0,1.9,1.758,275.6,0.113,20,,,863
lightVsRef,3744993675,31.497,31.5,21.554,52.4,84.4,50.0,1.898,1.758,275.6,0.0243,21,,,868
lightVsRef,3744993680,31.497,31.5,21.561,52.4,84.4,50.0,1.897,1.757,275.5,0.0101,21,,,873
lightVsRef,3744993685,31.497,31.5,21.554,52.4,84.4,50.0,1.9,1.76,275.8,0.0051,21,,,878
lightVsRef,3744993690,31.49,31.5,21.546,52.4,84.4,50.0,1.898,1.757,275.5,0.00293,18,,,883
lightVsRef,3744993695,31.477,31.5,21.546,52.4,84.4,50.0,1.897,1.759,151.2,0.00194,13,,,888
lightVsRef,3744993700,31.473,31.5,21.538,52.4,84.4,50.0,1.899,1.759,48.6,0.00134,11,,,893
lightVsRef,3744993705,31.47,31.5,21.576,52.4,84.4,50.0,1.898,1.759,48.6,0.00118,10,,,898
lightVsRef,3744993710,31.47,31.5,21.576,52.4,84.4,50.0,1.898,1.759,48.6,0.00118,10,,,903
lightVsRef,3744993715,31.459,31.5,21.576,52.4,84.4,31.9,1.898,1.758,48.7,0.0011,5,,,908
lightVsRef,3744993720,31.468,31.5,21.584,52.4,84.4,31.9,1.901,1.759,48.7,0.0011,9,,,913
lightVsRef,3744993725,31.467,31.5,21.576,52.4,84.4,39.9,1.9,1.759,48.6,0.0011,8,,,918
lightVsRef,3744993730,31.48,31.5,21.584,52.4,84.4,39.9,1.899,1.759,48.5,0.0011,14,,,923
lightVsRef,3744993735,31.484,31.5,21.569,52.4,84.4,39.9,1.901,1.76,48.6,0.00111,16,,,928
lightVsRef,3744993740,31.489,31.5,21.569,52.4,84.4,39.9,1.899,1.759,48.5,0.00112,17,,,933
lightVsRef,3744993745,31.497,31.5,21.561,52.4,84.4,39.9,1.9,1.759,48.6,0.00112,21,,,938
lightVsRef,3744993750,31.502,31.5,21.538,52.4,84.4,39.9,1.9,1.759,48.5,0.00113,23,,,943
lightVsRef,3744993755,31.502,31.5,21.546,52.4,84.4,39.9,1.901,1.761,48.6,0.00115,23,,,948
lightVsRef,3744993760,31.502,31.5,21.538,52.4,84.4,39.9,1.899,1.758,48.6,0.00115,23,,,953
lightVsRef,3744993765,31.495,31.5,21.538,52.4,84.4,39.9,1.897,1.755,48.5,0.00115,20,,,958
lightVsRef,3744993770,31.489,31.5,21.554,52.4,84.4,39.9,1.899,1.759,48.4,0.00115,17,,,963
lightVsRef,3744993775,31.481,31.5,21.546,52.4,84.4,39.9,1.901,1.76,48.5,0.00116,14,,,968
lightVsRef,3744993780,31.481,31.5,21.561,52.4,84.4,39.9,1.894,1.757,48.7,0.00116,14,,,973
lightVsRef,3744993785,31.477,31.5,21.546,52.4,84.4,39.9,1.9,1.76,48.6,0.00116,12,,,978
lightVsRef,3744993790,31.478,31.5,21.554,52.4,84.4,39.9,1.9,1.759,48.5,0.00117,13,,,983
lightVsRef,3744993795,31.478,31.5,21.561,52.4,84.4,39.9,1.902,1.761,48.7,0.00118,13,,,988
lightVsRef,3744993800,31.483,31.5,21.561,52.4,84.4,39.9,1.9,1.76,48.7,0.00118,14,,,993
lightVsRef,3744993805,31.484,31.5,21.561,52.4,84.4,39.9,1.9,1.759,48.7,0.00119,15,,,998
lightVsRef,3744993810,31.489,31.5,21.576,52.4,84.4,39.9,1.901,1.76,24.5,0.773,17,,,1003
lightVsRef,3744993815,31.488,31.5,21.615,52.4,84.4,52.0,1.9,1.76,23.7,0.944,17,,,1008
lightVsRef,3744993820,31.464,31.5,21.569,52.4,84.4,50.0,1.898,1.759,7.0,0.422,7,,,1013
lightVsRef,3744993825,31.477,31.5,21.561,52.4,84.4,50.0,1.899,1.759,10.3,2.23,12,,,1018
lightVsRef,3744993830,31.485,31.5,21.561,52.4,84.4,50.0,1.899,1.76,7.6,1.09,15,,,1023
lightVsRef,3744993835,31.485,31.5,21.554,52.4,84.4,50.0,1.901,1.758,7.2,0.69,15,,,1028
lightVsRef,3744993840,31.486,31.5,21.561,52.4,84.4,50.0,1.899,1.759,6.9,0.477,16,,,1033
lightVsRef,3744993845,31.491,31.5,21.576,52.4,84.4,50.0,1.9,1.759,7.0,0.4,18,,,1038
lightVsRef,3744993850,31.491,31.5,21.576,52.4,84.4,50.0,1.9,1.759,7.0,0.4,18,,,1043
lightVsRef,3744993855,31.478,31.5,21.561,52.4,76.9,50.0,1.899,1.892,6.7,0.0921,12,,,1048
lightVsRef,3744993860,31.486,31.5,21.561,52.4,76.9,50.0,1.898,1.891,6.5,0.0167,16,,,1053
lightVsRef,3744993865,31.483,31.5,21.554,52.4,76.9,50.0,1.9,1.892,6.7,0.0078,14,,,1058
lightVsRef,3744993870,31.49,31.5,21.546,52.4,76.9,50.0,1.899,1.892,6.5,0.00468,17,,,1063
lightVsRef,3744993875,31.488,31.5,21.546,52.4,76.9,50.0,1.899,1.892,6.5,0.0032,16,,,1068
lightVsRef,3744993880,31.491,31.5,21.538,52.4,76.9,50.0,1.897,1.893,6.6,0.00241,17,,,1073
lightVsRef,3744993885,31.489,31.5,21.515,52.4,76.9,50.0,1.9,1.893,6.5,0.00191,17,,,1078
lightVsRef,3744993890,31.491,31.5,21.531,52.4,76.9,50.0,1.898,1.892,6.5,0.00159,18,,,1083
lightVsRef,3744993895,31.49,31.5,21.523,52.4,76.9,50.0,1.899,1.893,6.6,0.00141,17,,,1088
lightVsRef,3744993900,31.49,31.5,21.515,52.4,76.9,50.0,1.9,1.893,6.6,0.00133,17,,,1093
lightVsRef,3744993905,31.489,31.5,21.523,52.4,76.9,50.0,1.898,1.893,6.7,0.00126,16,,,1098
lightVsRef,3744993910,31.487,31.5,21.493,52.4,76.9,50.0,1.899,1.891,6.5,0.00122,16,,,1103
lightVsRef,3744993915,31.485,31.5,21.523,52.4,76.9,50.0,1.9,1.891,6.6,0.00121,15,,,1108
lightVsRef,3744993920,31.489,31.5,21.515,52.4,76.9,50.0,1.898,1.891,6.6,0.00119,17,,,1113
lightVsRef,3744993925,31.493,31.5,21.508,52.4,76.9,50.0,1.901,1.893,6.5,0.00118,18,,,1118
lightVsRef,3744993930,31.49,31.5,21.5,52.4,76.9,50.0,1.899,1.893,6.4,0.00117,17,,,1123
lightVsRef,3744993935,31.494,31.5,21.485,52.4,76.9,50.0,1.899,1.892,6.6,0.00118,18,,,1128
lightVsRef,3744993940,31.493,31.5,21.493,52.4,76.9,50.0,1.899,1.893,6.5,0.00118,18,,,1133
lightVsRef,3744993945,31.493,31.5,21.477,52.4,76.9,50.0,1.878,1.891,6.6,0.00118,18,,,1138
lightVsRef,3744993950,31.495,31.5,21.477,52.4,76.9,50.0,1.748,1.892,6.6,0.00118,19,,,1143
lightVsRef,3744993955,31.495,31.5,21.47,52.4,76.9,50.0,1.75,1.891,6.6,0.00119,19,,,1148
lightVsRef,3744993960,31.495,31.5,21.47,52.4,76.9,50.0,1.749,1.893,6.5,0.0012,19,,,1153
lightVsRef,3744993965,31.497,31.5,21.47,52.4,76.9,50.0,1.749,1.893,6.6,0.0012,20,,,1158
